stock,hour,-30,-20,-10,0,10,20,30
20,0,0.0,-1.399416453587115,-0.292599252995,0.0,-0.6997082267935575,-1.9027213177874145,0.0
29,1,0.0,0.0,0.0,0.0,-0.05,0.0,0.0
20,1,0.0,-0.6793465209301,-0.5233087287064178,0.0,-0.4780896249559775,-1.1361512828387073,0.0
39,2,-0.15,-0.29701,-0.148505,0.0,0.0,0.0,0.0
29,2,0.0,-0.1,-0.05,0.0,-0.05,-0.1,0.0
19,3,0.0,-0.1,-0.19701995,0.0,-0.33967326046505,-0.58519850599,-0.15
39,3,-0.15,0.0,-0.0995,0.0,0.0,0.0,0.0
9,4,0.0,0.0,-0.0995,0.0,-0.148505,-0.1,-0.15
19,4,0.0,-0.1,-0.19701995,0.0,-0.292599252995,-0.29701,0.0
-1,5,0.0,0.0,-0.35000000000000003,-0.597,-0.35000000000000003,-0.4,-0.45
9,5,-0.15,-0.1,-0.05,0.0,-0.05,-0.29701,-0.15
26,6,-0.15,0.0,-0.05,0.0,-0.05,0.0,-0.15
-1,6,0.0,0.0,0.0,-0.597,-0.35000000000000003,-0.4,-0.45
57,7,0.0,0.0,-0.35000000000000003,0.0,-0.35000000000000003,0.0,0.0
26,7,-0.2985,-0.199,-0.0995,0.0,-0.0995,-0.1,-0.15
38,8,0.0,-0.29701,0.0,0.0,0.0,0.0,0.0
57,8,0.0,-0.4,-0.35000000000000003,0.0,0.0,0.0,0.0
14,9,0.0,-0.199,-0.0995,0.0,-0.0995,-0.1,-0.15
38,9,-0.15,-0.1,-0.05,0.0,0.0,0.0,0.0
5,10,0.0,-0.1,-0.05,0.0,-0.5233087287064178,-0.864827525163591,-0.2985
14,10,0.0,0.0,-0.05,0.0,-0.05,-0.29701,-0.445515
0,11,-0.45,-0.796,0.0,-0.597,-0.6965,0.0,-1.336545
5,11,0.0,0.0,-0.05,0.0,-0.2450497505,-0.58519850599,-0.2985
11,12,0.0,-0.1,-0.148505,0.0,-0.0995,-0.29701,-0.877797758985
0,12,-0.45,0.0,-0.35000000000000003,-0.89103,-0.6965,-1.18804,-0.45
30,13,-0.15,-0.29701,0.0,0.0,-0.05,-0.490099501,-0.15
11,13,-0.15,0.0,-0.05,0.0,-0.05,-0.29701,-0.15
47,14,-0.45,-0.796,-0.6965,-0.3,-0.35000000000000003,0.0,0.0
30,14,0.0,-0.29701,-0.19701995,0.0,-0.0995,-0.1,0.0
19,15,0.0,-0.199,-0.0995,0.0,-0.0995,-0.29701,-0.2985
47,15,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
-5,16,0.0,0.0,-0.35000000000000003,-0.89103,-0.35000000000000003,-1.5761596,-0.45
19,16,-0.15,-0.199,-0.0995,0.0,-0.0995,-0.1,0.0
17,17,-0.15,-0.490099501,-0.0995,0.0,-0.05,-0.490099501,-0.2985
-5,17,0.0,0.0,0.0,-0.597,0.0,-0.4,0.0
42,18,-0.45,-1.5761596,-1.0395349999999999,-0.89103,-0.6965,-1.960398004,-0.45
17,18,0.0,-0.1,-0.148505,0.0,-0.148505,-0.199,-0.2985
34,19,-0.445515,-0.199,-0.05,0.0,-0.05,-0.1,-0.15
42,19,-0.8955,-1.18804,-1.37913965,-3.408453848516122,0.0,0.0,-0.45
23,20,-0.2985,0.0,-0.0995,0.0,-0.0995,-0.199,0.0
34,20,-0.15,-0.1,-0.0995,0.0,-0.148505,-0.199,-0.15
13,21,-0.2985,-0.199,-0.19701995,0.0,-0.148505,-0.199,-0.2985
23,21,0.0,-0.1,-0.0995,0.0,-0.05,-0.1,0.0
20,22,-0.15,-0.29701,-0.05,0.0,-0.19701995,-0.1,-0.15
13,22,-0.15,-0.199,-0.0995,0.0,-0.0995,-0.199,-0.15
16,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,-2.5944825754907734,0.0,0.0,0.0
0,2,0.0,0.0,0.0,-1.470298503,-1.0395349999999999,-0.796,-0.8955
10,3,0.0,0.0,-0.148505,0.0,-0.05,-0.29701,-0.15
0,3,-0.45,-0.4,0.0,-3.674369310030961,-1.0395349999999999,-0.796,-0.8955
10,4,0.0,-0.1,-0.148505,0.0,-0.148505,-0.1,-0.15
20,5,0.0,-0.58519850599,-0.2450497505,0.0,-0.4780896249559775,-0.199,0.0
10,5,0.0,0.0,-0.05,0.0,-0.2450497505,-0.3940399,-0.445515
