,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,20,20,30,10,20,50,39,8,-23,-2,22,52,34,24,21,42,32,22,14,31,69,50,19,-1
1,20,20,1,21,21,41,41,9,-14,-29,-18,12,22,49,24,13,27,57,37,22,7,-9,-2,24
2,20,20,19,39,29,19,-1,8,37,33,16,26,29,25,15,30,63,43,7,-4,1,11,23,4
3,20,20,40,60,60,30,10,-20,0,11,5,38,39,29,14,16,6,11,32,67,56,25,-9,-32
4,20,20,21,1,1,21,21,20,22,16,22,24,36,22,-3,12,31,44,18,18,24,44,45,7
5,20,20,21,41,61,61,40,9,-11,-12,2,23,34,10,7,21,35,54,62,58,25,-8,-8,-4
6,20,20,40,60,60,40,19,-2,15,26,34,29,34,36,18,-11,-22,6,25,33,51,63,33,1
7,20,20,8,18,28,18,28,47,22,1,-14,0,14,41,53,48,40,-2,-18,2,26,48,39,11
8,19,19,9,19,19,29,19,28,38,41,42,19,-11,-24,1,28,54,62,24,-1,-11,23,51,62
9,20,20,20,20,20,40,60,50,21,-8,-11,5,19,19,31,58,55,31,14,-9,5,34,56,26
10,20,20,19,9,-1,-1,29,59,38,-5,-35,-5,-5,23,42,56,48,19,0,3,35,37,17,-4
11,20,20,22,22,22,22,32,40,6,-19,-19,1,31,20,20,37,56,44,16,8,18,30,21,16
12,20,20,20,20,20,20,20,40,56,8,-25,4,34,57,34,7,-15,19,48,52,17,-5,4,14
13,20,20,19,9,-1,19,49,57,25,-22,-34,-9,-13,10,40,57,28,7,-6,10,30,48,21,-18
14,20,20,20,30,50,60,40,17,-6,-15,-5,26,47,47,25,-8,13,40,27,37,27,28,17,2
15,19,19,27,37,47,47,17,-4,-14,-17,4,34,49,41,16,6,6,34,34,25,-5,-22,-2,17
16,20,20,20,10,30,50,40,26,-1,-38,-30,-30,-1,28,31,36,30,27,13,-6,21,55,77,47
17,19,19,18,8,28,28,8,18,13,10,4,30,24,32,1,-8,-8,22,34,46,34,4,3,32
18,20,20,9,29,29,9,-11,-1,15,17,47,67,36,3,-35,-27,-27,6,22,49,72,40,7,-3
19,20,20,20,0,-20,-10,19,28,34,39,18,-2,3,16,14,34,32,25,5,-1,2,35,67,44
20,20,20,19,39,29,29,39,29,9,1,19,22,38,55,48,40,26,19,25,24,14,16,34,44
21,21,21,21,31,31,1,-29,-33,-8,-25,1,26,56,34,7,17,37,56,38,9,-3,4,35,34
22,18,18,38,48,48,18,-13,6,20,27,2,4,16,34,56,65,44,25,5,-8,3,15,11,1
23,20,20,20,20,40,50,40,30,29,-5,-20,8,36,77,50,48,31,19,28,53,37,29,18,17
24,19,19,8,8,18,48,68,35,2,-41,-41,-49,-42,-42,-38,-46,-43,-44,-44,-36,-29,-36,-6,-10
25,20,20,40,40,20,10,20,18,19,19,20,9,8,12,35,26,12,14,21,47,64,39,19,-12
26,19,19,39,28,8,18,48,63,41,10,-1,19,41,30,9,-1,33,61,41,15,-9,17,36,31
27,20,20,20,39,19,-11,9,29,32,31,21,3,12,9,34,39,21,-15,-24,-9,15,30,58,30
28,20,20,40,40,10,-10,-20,-11,6,36,48,45,24,11,4,24,34,54,35,-2,-9,12,34,14
29,21,21,42,32,32,12,-8,9,34,28,28,1,-20,-9,7,27,39,36,37,16,0,19,39,28
30,20,20,20,20,10,20,10,-14,-17,13,30,40,29,28,30,28,34,23,-9,-21,-6,24,34,27
