,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,20,20,10,10,0,-10,-10,20,36,16,3,-7,14,38,48,42,39,24,28,47,43,17,4,1
1,20,20,0,-20,-10,10,20,30,8,-17,2,23,46,27,-1,-12,-13,17,38,41,40,31,33,19
2,20,20,28,18,8,-2,18,48,38,-1,-8,19,49,51,32,17,-20,-28,-11,33,53,63,55,36
3,20,20,22,22,2,2,32,42,36,25,-16,-32,-20,-14,9,32,59,63,34,5,17,30,30,0
4,20,20,10,-11,-21,-1,29,38,32,26,-5,-6,24,34,44,53,51,34,4,-6,3,22,40,25
5,19,19,19,9,19,29,29,29,41,8,-22,8,37,38,28,27,33,19,-1,-7,16,44,45,41
6,21,21,41,31,1,-19,1,18,10,2,3,23,29,31,13,-13,4,29,24,20,30,17,15,13
7,20,20,40,50,50,30,10,-19,-27,-3,12,20,31,11,0,23,56,72,51,10,0,31,61,51
8,20,20,30,30,30,0,-30,-10,14,44,52,19,8,11,26,33,8,5,25,49,71,49,21,-10
9,20,20,29,29,39,29,-1,-21,-13,17,47,57,49,24,-3,7,17,19,50,43,32,-2,-13,6
10,20,20,31,40,50,50,40,10,0,-22,-27,4,32,67,58,29,8,14,12,47,60,44,13,-7
11,20,20,40,40,20,20,20,16,36,33,-4,-32,-27,-27,3,33,42,34,2,13,8,15,35,37
12,19,19,40,39,19,9,-1,16,36,17,-23,-23,6,38,56,60,28,-2,-30,-10,18,34,27,37
13,20,20,10,-10,20,40,60,45,21,-26,-29,0,31,23,-1,-8,5,35,35,51,21,3,23,55
14,20,20,0,0,20,30,10,10,3,-6,-4,12,37,43,20,-10,-16,10,25,20,20,-1,-11,6
15,19,19,29,38,18,-2,-2,25,55,52,42,15,-1,-10,-6,14,45,43,23,9,27,34,24,35
16,19,19,20,20,10,30,20,8,-6,-13,20,38,55,39,17,9,33,43,5,7,-4,5,38,48
17,20,20,39,39,39,19,9,-4,5,1,-6,8,38,59,30,3,-25,-23,0,30,29,38,38,4
18,20,20,0,0,10,40,50,40,30,16,-5,-15,5,35,55,65,45,18,18,15,36,58,38,15
19,20,20,10,10,20,40,39,28,3,-5,24,25,26,21,-4,-20,6,37,57,20,-10,-12,18,36
20,20,20,10,0,30,60,51,20,6,-9,-16,14,33,14,8,37,57,42,8,-9,-6,5,26,46
21,20,20,19,39,39,29,9,-2,20,12,22,57,37,17,5,32,42,35,14,-13,-9,11,31,34
22,20,20,40,39,9,-1,19,39,48,27,-6,0,30,61,62,31,-6,1,24,28,34,17,-15,5
23,20,20,40,59,59,39,9,-21,0,32,18,-1,9,23,42,52,18,-3,0,39,59,38,16,-4
24,20,20,27,17,-3,-13,17,46,33,8,-11,13,41,70,44,13,11,1,20,15,42,59,29,-7
25,19,19,7,7,7,17,46,46,19,7,25,36,39,6,-8,5,34,54,23,10,4,20,49,45
26,21,21,0,0,0,30,40,47,23,11,-11,-22,3,34,60,52,27,17,1,12,27,39,50,46
27,20,20,19,-1,19,39,49,28,5,15,12,29,19,29,22,10,30,22,38,24,20,35,12,5
28,20,20,30,10,-20,-20,0,28,56,62,33,0,8,23,29,31,33,11,-15,-24,-4,24,45,55
29,20,20,-1,9,29,49,49,16,0,-15,-7,18,28,38,40,19,-14,-17,4,40,46,21,1,-10
30,20,20,20,0,0,10,30,59,59,21,-25,-22,14,33,21,5,1,23,43,67,58,25,5,-16
31,20,20,40,50,30,10,-20,-30,-3,14,33,12,11,2,15,6,1,27,37,56,40,20,-14,-35
32,20,20,30,20,-10,-20,-10,17,45,66,47,17,9,6,7,30,38,40,42,24,26,2,-18,-9
33,20,20,-2,8,18,18,38,48,31,10,-10,6,22,37,57,34,-8,3,29,35,16,16,6,4
34,20,20,30,10,-10,10,30,61,58,29,-8,-19,10,38,68,50,20,3,-18,-13,18,48,40,20
35,21,21,32,42,52,32,1,1,17,31,43,35,14,7,30,57,27,-3,4,33,43,13,-9,-19
36,20,20,10,-10,20,30,40,19,8,20,49,45,32,21,-8,-26,-18,19,40,44,33,3,-5,15
37,20,20,31,11,1,21,21,31,18,-13,-16,14,34,56,45,6,-1,38,64,64,38,7,-19,-3
