stock,hour,-30,-20,-10,0,10,20,30
20,0,0.0,-8.133287232842964,-3.7254511965184527,0.0,-3.881556630106762,-7.647833707595897,0.0
21,1,0.0,-2.3765728565289628,-1.0716092959639054,0.0,-1.1882864282644814,-2.3765728565289628,0.0
20,1,0.0,-6.302703623502732,-2.996576735242296,0.0,-3.344834558394929,-6.820109361808562,0.0
11,2,0.0,-0.1,-0.05,0.0,-0.148505,-0.29701,-0.15
21,2,0.0,-1.4854222890512438,-0.9104653120138457,0.0,-0.7427111445256219,-2.143218591927811,-0.15
-9,3,0.0,0.0,-0.35000000000000003,0.0,0.0,0.0,-0.8955
11,3,-0.445515,-0.490099501,-0.05,0.0,-0.19701995,-0.490099501,-0.877797758985
-19,4,0.0,0.0,0.0,-0.89103,0.0,0.0,-0.45
-9,4,0.0,0.0,0.0,-1.75559551797,-0.35000000000000003,0.0,0.0
11,5,-0.445515,-0.29701,-0.33967326046505,0.0,-0.19701995,-0.3940399,-0.877797758985
-19,5,0.0,0.0,0.0,-0.3,0.0,-0.796,-1.336545
39,6,-0.7351492515,-0.6793465209301,-0.6123948850051602,0.0,-0.0995,0.0,0.0
11,6,-0.15,0.0,-0.0995,0.0,-0.148505,-0.490099501,-0.445515
26,7,-0.7351492515,-0.58519850599,-0.33967326046505,0.0,-0.33967326046505,-0.29701,-0.445515
39,7,-0.2985,-0.7725530557207989,-0.0995,0.0,-0.05,0.0,0.0
10,8,-0.445515,-0.6793465209301,-0.6123948850051602,0.0,-0.7427111445256219,-1.399416453587115,-1.4342688748679329
26,8,-1.1588295835811986,-0.3940399,-0.292599252995,0.0,-0.4780896249559775,-0.490099501,0.0
6,9,0.0,-0.1,-0.33967326046505,0.0,-0.9513606588937072,-2.143218591927811,-2.731395936041537
10,9,0.0,-0.199,-0.292599252995,0.0,-0.7852840330803657,-1.4854222890512438,-2.2281334335768657
30,10,-0.445515,-0.490099501,-0.0995,0.0,-0.5680756414193536,-1.3125418723102171,-1.4342688748679329
6,10,0.0,-0.1,-0.05,0.0,-2.3720175623721884,-3.4434077942585612,-4.965423621454792
56,11,-0.8955,-1.18804,-0.35000000000000003,-4.198249360761345,0.0,0.0,0.0
30,11,-0.445515,-0.7725530557207989,-0.5233087287064178,0.0,-0.9918470523047702,-1.399416453587115,-1.704226924258061
36,12,-1.4342688748679329,-1.0466174574128355,-0.38627652786039945,0.0,-0.5680756414193536,-0.58519850599,-0.5910598499999999
