stock,hour,-30,-20,-10,0,10,20,30
20,0,0.0,-3.2427095093971663,-1.4827615250021529,0.0,-1.5872270249480638,-2.822694674017249,0.0
40,1,0.0,-0.1,0.0,0.0,0.0,0.0,0.0
20,1,0.0,-2.063857163563445,-0.7427111445256219,0.0,-0.6997082267935575,-2.2995685419484473,0.0
20,2,-0.15,-1.2247897700103203,-0.7427111445256219,0.0,-1.0716092959639054,-2.143218591927811,0.0
40,2,-0.15,-0.199,-0.05,0.0,0.0,0.0,0.0
20,3,0.0,-1.9836941046095404,-0.6997082267935575,0.0,-0.9513606588937072,-2.528279056684036,-0.445515
0,4,0.0,0.0,0.0,-6.429655775783431,-2.048194770965,-1.960398004,-2.2054477545
20,4,0.0,-1.9027213177874145,-0.7427111445256219,0.0,-0.6997082267935575,-1.5705680661607313,-0.15
10,5,-0.15,0.0,-0.05,0.0,-0.0995,-0.3940399,-0.445515
0,5,-0.45,0.0,0.0,-5.214941284932398,-2.7039356950227966,-2.7173860837204,-2.633393276955
30,6,-0.2985,-0.199,-0.05,0.0,-0.0995,-0.1,-0.15
10,6,0.0,0.0,-0.0995,0.0,-0.2450497505,-0.1,-0.2985
49,7,0.0,-0.4,0.0,-0.3,0.0,0.0,0.0
30,7,-0.15,-0.199,-0.0995,0.0,-0.05,0.0,0.0
47,8,0.0,0.0,-0.35000000000000003,0.0,0.0,0.0,0.0
49,8,0.0,-0.4,0.0,-0.3,0.0,0.0,0.0
31,9,0.0,-0.1,-0.0995,0.0,-0.148505,-0.29701,-0.15
47,9,-0.45,-0.796,0.0,-0.3,0.0,-0.4,0.0
21,10,-0.15,-0.1,-0.19701995,0.0,-2.9558991278872524,-3.4434077942585612,-4.234042011025873
31,10,-0.15,-0.199,-0.148505,0.0,-1.3750983202107319,-0.6793465209301,-0.2985
11,11,0.0,0.0,-0.0995,0.0,-2.716951261280426,-5.701109864761062,-5.833241407007019
21,11,-0.15,-0.199,-0.148505,0.0,-2.180474047738061,-4.796594773496933,-4.761681074844192
36,12,-1.9688128084653256,-0.58519850599,-0.33967326046505,0.0,-0.6123948850051602,-0.490099501,-0.877797758985
11,12,0.0,-0.1,-0.148505,0.0,-1.9444138023356734,-2.602996266117196,-5.165111691387842
54,13,-4.302806624603798,-6.282272264642925,-5.198978011679353,-6.191571490690334,0.0,0.0,0.0
36,13,-3.5648592847934437,-2.221786406008533,-1.1882864282644814,0.0,-0.0995,-0.29701,-0.15
36,14,-2.607470642466199,-2.452807127963673,-1.0716092959639054,0.0,-0.4324137625817955,-0.199,-0.2985
54,14,-4.70977855835776,-4.899159080041281,-5.792018349246934,-3.674369310030961,-0.35000000000000003,0.0,0.0
11,15,-0.5910598499999999,-0.199,-0.5680756414193536,0.0,-1.0716092959639054,-2.452807127963673,-2.607470642466199
36,15,-2.0991246803806725,-1.8209306240276915,-0.7427111445256219,0.0,-0.19701995,-0.199,-0.5910598499999999
-15,16,0.0,0.0,0.0,-3.408453848516122,-0.6965,-3.459310100654364,-3.8917238632361597
11,16,-0.2985,-0.29701,-0.5233087287064178,0.0,-1.7869419895764078,-2.822694674017249,-3.792418585026054
12,17,-0.2985,-0.199,-0.4780896249559775,0.0,-0.9918470523047702,-2.822694674017249,-3.332679609012798
-15,17,0.0,0.0,0.0,-0.89103,-2.048194770965,-3.82471699964782,-0.8955
42,18,-7.822411927398597,-8.25542865425378,-7.501265071747337,-26.437273292653693,-1.37913965,-1.960398004,-1.77317955
